KITCHEN	LAUNDRY	AIRSYSTEM	DayUsage	Payment	Calls	Region	Age
53	71	25	0.72	0	2	2	36
35	72	23	0.73	0	2	2	29
49	69	51	0.78	0	1	2	41
39	78	21	0.74	0	2	3	44
42	72	28	0.79	0	2	1	22
39	75	42	0.78	0	2	3	23
52	78	36	0.79	0	2	1	42
42	75	31	0.73	0	1	2	43
34	66	45	0.72	0	0	2	33
34	75	47	0.72	0	0	3	37
38	72	53	0.71	0	0	1	34
46	69	28	0.78	0	0	1	47
49	74	53	0.73	0	0	1	47
46	78	30	0.78	0	0	3	44
47	70	22	0.73	0	1	1	44
52	69	55	0.73	0	1	2	45
33	76	42	0.75	0	0	3	39
43	67	27	0.74	0	1	3	44
44	72	34	0.74	0	0	1	46
45	76	46	0.71	0	0	1	40
50	79	52	0.76	0	0	2	38
32	66	53	0.72	0	1	3	47
49	76	54	0.75	0	0	3	42
49	68	50	0.7	0	1	3	35
44	70	38	0.73	0	1	1	42
37	76	22	0.72	0	1	3	36
32	72	38	0.72	0	0	1	43
52	73	34	0.79	0	1	3	44
34	70	32	0.8	0	1	3	31
34	65	23	0.73	0	0	2	37
54	68	37	0.77	0	1	3	47
33	72	38	0.78	0	1	2	33
41	68	41	0.76	0	1	1	38
46	67	35	0.8	0	1	1	43
52	65	28	0.77	0	1	3	31
40	79	25	0.8	0	1	2	48
39	68	39	0.75	0	1	3	35
45	72	19	0.77	0	0	3	46
37	69	21	0.77	0	1	2	32
41	79	50	0.78	0	1	1	45
49	75	23	0.71	0	1	1	40
50	76	42	0.7	0	0	3	48
49	72	41	0.7	0	0	3	32
35	74	28	0.74	0	0	3	39
36	80	36	0.74	0	1	3	35
36	74	40	0.78	0	0	3	43
38	67	38	0.73	0	1	3	37
47	69	31	0.71	1	1	2	36
38	76	52	0.75	0	1	2	35
48	77	42	0.76	0	0	1	48
41	76	55	0.74	0	0	1	38
41	68	32	0.78	0	1	3	44
50	73	53	0.71	0	1	1	45
43	73	36	0.75	0	0	1	40
36	78	30	0.78	0	1	1	48
51	76	35	0.73	0	0	3	43
37	71	25	0.71	0	1	2	31
48	65	49	0.77	0	1	2	39
34	76	37	0.79	0	0	1	35
32	66	42	0.75	0	1	3	31
54	80	23	0.8	0	0	2	47
32	65	43	0.71	0	1	3	38
44	73	54	0.76	0	1	1	34
50	70	33	0.71	0	1	2	47
48	66	24	0.74	0	0	3	37
33	76	47	0.77	0	1	3	34
38	77	22	0.71	0	0	2	37
43	67	33	0.71	0	0	3	46
51	76	42	0.79	0	1	2	33
41	76	54	0.71	0	0	3	46
40	78	49	0.75	0	1	1	40
47	79	45	0.78	0	1	3	36
32	71	40	0.79	0	1	3	38
42	77	55	0.78	0	1	2	41
45	72	21	0.75	0	1	3	43
53	80	53	0.72	0	1	3	37
48	80	41	0.73	0	1	2	39
32	66	20	0.77	0	1	2	40
38	75	25	0.76	0	1	1	32
54	77	47	0.71	0	1	1	42
43	68	38	0.7	0	0	3	42
37	71	45	0.74	0	1	3	35
48	69	55	0.74	0	1	1	35
37	73	50	0.71	0	1	1	45
49	73	54	0.77	0	1	1	42
33	65	35	0.71	0	0	3	47
36	71	45	0.73	0	1	3	48
52	80	46	0.79	0	0	2	40
41	66	48	0.75	0	0	2	42
50	80	46	0.78	0	0	2	35
34	79	22	0.75	0	1	3	32
52	68	46	0.8	1	1	3	46
33	66	28	0.72	0	0	1	33
45	76	37	0.79	0	1	2	32
40	71	38	0.71	0	0	1	47
38	70	23	0.79	0	0	3	39
49	76	30	0.79	0	1	1	37
38	67	47	0.76	0	1	3	32
39	76	23	0.71	0	0	3	31
49	79	33	0.74	0	1	3	39
33	66	23	0.77	0	0	2	44
46	75	49	0.71	0	1	1	36
52	67	42	0.75	0	1	2	43
53	77	45	0.74	0	0	3	33
42	80	45	0.77	0	1	3	37
47	76	23	0.77	0	0	1	36
38	76	41	0.73	0	1	3	33
45	65	25	0.73	0	0	1	39
38	65	55	0.74	0	0	3	47
49	73	48	0.7	0	0	1	40
47	67	24	0.72	1	0	3	44
51	76	40	0.77	0	1	2	33
36	74	32	0.75	0	1	1	43
37	74	55	0.78	0	1	2	39
47	78	49	0.74	0	0	1	33
53	74	22	0.76	0	0	2	37
52	67	41	0.75	0	0	1	36
40	73	20	0.73	0	0	1	35
32	70	40	0.76	0	0	3	38
54	66	22	0.77	0	1	3	36
52	70	44	0.76	0	1	1	36
51	74	20	0.75	0	0	3	37
49	69	28	0.77	0	1	1	41
49	79	44	0.71	0	1	2	31
50	76	53	0.72	0	0	3	46
52	80	55	0.71	0	1	2	31
43	65	25	0.74	1	1	3	32
53	71	44	0.7	0	1	2	42
49	74	44	0.77	0	1	1	34
41	77	27	0.73	0	1	2	36
51	68	31	0.73	0	1	1	40
34	67	33	0.75	0	0	1	45
35	80	22	0.74	0	0	1	45
54	67	38	0.72	0	1	1	45
32	65	55	0.78	0	1	3	37
45	73	32	0.7	0	0	2	45
38	65	47	0.72	0	1	2	38
40	71	27	0.78	0	0	1	39
41	68	45	0.76	0	0	3	31
42	78	54	0.73	0	0	1	33
52	68	21	0.7	0	1	1	30
52	71	40	0.78	0	0	3	40
52	79	45	0.78	0	0	1	36
49	69	22	0.71	0	1	3	35
44	65	21	0.76	0	0	2	46
43	76	21	0.77	0	1	1	37
42	76	45	0.76	0	1	3	33
36	76	42	0.77	0	0	2	43
37	66	28	0.78	0	0	1	42
48	71	50	0.75	0	0	2	40
47	76	30	0.73	0	0	2	43
47	76	23	0.78	0	0	2	31
45	69	19	0.79	0	0	2	38
53	69	23	0.74	0	0	3	39
34	79	46	0.8	0	0	1	40
50	76	51	0.78	1	0	2	30
33	70	51	0.77	0	1	3	36
42	70	19	0.74	0	1	3	48
52	72	25	0.74	0	0	3	33
49	75	55	0.79	0	1	2	31
34	68	41	0.75	0	1	1	43
41	79	49	0.73	0	0	3	33
50	80	31	0.73	0	1	2	35
47	68	34	0.73	0	1	3	47
46	70	45	0.71	0	0	3	32
39	68	37	0.79	0	1	1	36
45	68	46	0.78	0	1	3	37
37	77	40	0.71	0	1	3	41
50	66	24	0.77	0	1	3	32
42	80	38	0.73	0	1	1	30
39	70	39	0.79	0	1	1	38
36	72	41	0.75	0	0	3	37
42	75	33	0.75	0	0	1	48
49	80	31	0.79	1	0	1	43
42	73	42	0.79	0	0	1	30
48	70	21	0.78	0	0	1	33
35	79	29	0.8	0	0	2	44
53	70	46	0.75	0	0	2	48
46	80	22	0.74	0	0	2	48
35	78	53	0.73	0	1	1	41
39	76	30	0.73	0	1	1	42
44	69	31	0.78	0	1	1	34
50	78	54	0.75	0	1	2	32
46	67	27	0.72	0	0	1	37
39	79	40	0.77	0	0	1	35
36	79	43	0.16	0	2	2	25
43	80	47	0.74	0	1	3	35
44	66	48	0.78	0	1	2	37
37	76	50	0.73	0	1	1	41
34	80	54	0.78	0	1	1	34
44	65	28	0.15	0	3	2	27
45	72	34	0.78	0	2	2	27
47	73	34	0.74	0	1	2	20
42	69	27	0.19	1	3	2	32
50	69	41	0.11	0	2	2	28
48	65	41	0.17	1	3	2	47
46	66	30	0.16	1	3	2	34
42	68	39	0.1	0	3	1	35
49	73	43	0.12	1	2	2	43
46	71	40	0.15	1	2	2	43
48	64	24	0.15	1	3	2	40
51	70	35	0.2	0	2	2	43
48	66	31	0.19	0	2	2	32
44	73	22	0.1	0	2	2	30
55	71	43	0.18	0	3	2	42
42	73	22	0.19	1	3	3	47
42	66	35	0.14	1	2	3	48
42	71	37	0.17	0	2	2	30
44	64	40	0.19	0	3	2	37
46	73	44	0.19	0	2	2	42
53	70	37	0.15	0	2	2	33
49	66	48	0.78	0	1	2	40
48	70	22	0.76	0	1	1	38
49	66	24	0.73	0	2	1	33
44	69	35	0.71	0	1	3	31
44	71	51	0.78	0	2	2	37
49	68	37	0.71	0	1	2	30
47	70	26	0.79	0	1	1	45
50	72	55	0.76	0	2	3	30
53	65	20	0.75	0	2	2	30
47	66	36	0.72	0	2	2	31
51	70	43	0.75	0	2	1	44
44	73	41	0.78	0	1	3	35
39	61	30	0.71	0	2	2	32
39	62	37	0.72	0	1	3	45
39	62	30	0.73	0	1	2	29
40	61	40	0.75	0	1	3	32
40	62	42	0.79	0	2	3	40
